research_question;seed_url;final_seed_url;seed_http_status;seed_content_type;source_page_title;target_url;anchor_text;same_domain;dom_container;section_heading;surrounding_text;status;class;rule;reason;error
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/statistics/banknote;Banknote statistics;True;nav;;Banknote statistics;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group data (secondary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/statistics/tables;Bankstats tables;True;nav;;Bankstats tables;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group data (secondary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/statistics/data-collection;Data collection;True;nav;;Data collection;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group data (secondary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/statistics/exchange-rates;Exchange rates;True;nav;;Exchange rates;CLASSIFIED;HIGH_VALUE;P-6;group data (secondary) x topic_match direct;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/statistics/gold;Gold statistics;True;nav;;Gold statistics;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group data (secondary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/statistics/research-datasets;Research datasets;True;nav;;Research datasets;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group research (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/statistics/statistics-requested-by-users;Statistics requested by users;True;nav;;Statistics requested by users;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group data (secondary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/statistics/yield-curves;Yield curves;True;nav;;Yield curves;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group data (secondary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about;About;True;nav;;About Open About sub menu Back to main menu Get involved Open Get involved sub menu Back to main menu Citizens’ Forum Community Forum Partners Youth Voice Governance and funding Open Governance and funding sub menu Back to main menu Staff codes and policies History Our people Open Our people sub men;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/get-involved;Get involved;True;nav;;Get involved Open Get involved sub menu Back to main menu Citizens’ Forum Community Forum Partners Youth Voice;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/get-involved/citizens-panels;Citizens’ Forum;True;nav;;Citizens’ Forum;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/get-involved/community-forums;Community Forum;True;nav;;Community Forum;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/get-involved/community-partners;Partners;True;nav;;Partners;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/get-involved/youth-forum;Youth Voice;True;nav;;Youth Voice;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/governance-and-funding;Governance and funding;True;nav;;Governance and funding Open Governance and funding sub menu Back to main menu Staff codes and policies;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/governance-and-funding/staff-codes-and-policies;Staff codes and policies;True;nav;;Staff codes and policies;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/history;History;True;nav;;History;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group archive (secondary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/people;Our people;True;nav;;Our people Open Our people sub menu Back to main menu Agents Chief Cashiers Court of Directors Executive Directors Financial Policy Committee Financial Market Infrastructure Committee Governors Monetary Policy Committee Prudential Regulation Committee;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/people/agents;Agents;True;nav;;Agents;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/people/chief-cashiers;Chief Cashiers;True;nav;;Chief Cashiers;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/people/court-of-directors;Court of Directors;True;nav;;Court of Directors;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/people/executive-directors;Executive Directors;True;nav;;Executive Directors;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/people/financial-policy-committee;Financial Policy Committee;True;nav;;Financial Policy Committee;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/people/fmi-committee;Financial Market Infrastructure Committee;True;nav;;Financial Market Infrastructure Committee;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/people/governors;Governors;True;nav;;Governors;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/people/monetary-policy-committee;Monetary Policy Committee;True;nav;;Monetary Policy Committee;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/about/people/prudential-regulation-committee;Prudential Regulation Committee;True;nav;;Prudential Regulation Committee;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/news;News and publications;True;nav;;News and publications Open News and publications sub menu Back to main menu Events News and minutes Prudential regulation publications Publications Speeches Statistical releases Upcoming;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group official_information (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/news/events;Events;True;nav;;Events;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/news/news;News and minutes;True;nav;;News and minutes;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group official_information (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/news/prudential-regulation;Prudential regulation publications;True;nav;;Prudential regulation publications;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/news/publications;Publications;True;nav;;Publications;CLASSIFIED;NAVIGATION;P-3;group 'related_material' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/news/speeches;Speeches;True;nav;;Speeches;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/news/statistics;Statistical releases;True;nav;;Statistical releases;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group data (secondary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/news/upcoming;Upcoming;True;nav;;Upcoming;CLASSIFIED;NAVIGATION;P-3;group 'None' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/museum;Museum;True;nav;;Museum;CLASSIFIED;IRRELEVANT;P-2;unrelated topic in url path: museum;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/contact;Contact;True;nav;;Contact;CLASSIFIED;NAVIGATION;P-3;group 'navigation' inside <nav> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/;Home;True;breadcrumb;;Home;CLASSIFIED;NAVIGATION;P-3;group 'navigation' inside <breadcrumb> without direct topic match;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/legal/privacy;Privacy and the Bank of England;True;main;Privacy statement;The consultation paper will explain if responses will be shared with other organisations (for example, the Financial Conduct Authority). If this is the case, the other organisation will also review the responses and may also contact you to clarify aspects of your response. We will retain all respons;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/financial-policy-committee-record/2025/july-2025;recommended;True;main;1: Overview;1.2 In July 2025, the FPC recommended the PRA and FCA (collectively ‘the regulators’) amend implementation of its LTI flow limit to allow individual lenders to increase their share of lending at high LTIs, while aiming to ensure the aggregate flow remained consistent with the limit of 15%. The FPC r;CLASSIFIED;UNKNOWN;P-6;group undefined (undefined) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;footnote [1];True;main;1: Overview;1.2 In July 2025, the FPC recommended the PRA and FCA (collectively ‘the regulators’) amend implementation of its LTI flow limit to allow individual lenders to increase their share of lending at high LTIs, while aiming to ensure the aggregate flow remained consistent with the limit of 15%. The FPC r;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.legislation.gov.uk/ukpga/1998/11/section/9Q;statutory powers;False;main;Background;1.17 The FPC has the responsibility to identify, monitor and take action to remove or reduce systemic risks, with a view to protecting and enhancing the resilience of the UK financial system. Under its statutory powers , the FPC can make recommendations to the PRA and FCA about the exercise of their;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group undefined (undefined) x topic_match partial;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;footnote [2];True;main;Background;1.18 In June 2014, the FPC addressed a recommendation to the PRA and the FCA, asking them to ensure that mortgage lenders limit the number of new residential mortgage loans made with an LTI ratio at, or greater than, 4.5 to no more than 15% of their total number of new mortgage loans (the LTI flow l;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;footnote [3];True;main;Background;1.18 In June 2014, the FPC addressed a recommendation to the PRA and the FCA, asking them to ensure that mortgage lenders limit the number of new residential mortgage loans made with an LTI ratio at, or greater than, 4.5 to no more than 15% of their total number of new mortgage loans (the LTI flow l;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/publication/2025/july/pra-review-of-the-lti-flow-limit-rule-and-offers-interim-mbc-statement;modification by consent;True;main;Background;1.20 Immediately following the recommendation, the PRA made available a modification by consent (MbC) for PRA firms to disapply the 15% limit and the FCA informed FCA firms they could apply for individual guidance if they wanted to lend at high LTI ratios above 15%. The regulators set out that these;CLASSIFIED;HIGH_VALUE;P-6;group regulatory_decision (primary) x topic_match partial;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;footnote [4];True;main;General governance & risk management expectations;2.7 The PRA expects that all firms lending high LTI mortgages should determine their own individual risk appetite limits on high LTI lending. footnote [4] The proposals are in-line with the Risk Control Part of the PRA Rulebook, requiring firms to understand and monitor their risk strategy. This is ;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;footnote [5];True;main;Board oversight;2.10 The PRA proposes that effective oversight of how risks arising from this lending will be managed would include monitoring and reporting to the board against any relevant risk limits set by the firm. The PRA proposes this would include monitoring the current and expected future flow, related cre;CLASSIFIED;HIGH_VALUE;P-6;group regulatory_decision (primary) x topic_match partial;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;footnote [6];True;main;Preparedness to adjust;2.11 The regulators would expect lenders that intend to lend at high LTIs above 15% to be prepared to manage their flow down towards 15% in the event the regulators judge the aggregate flow to be inconsistent with 15% and that adjustments are required to ensure the aggregate flow becomes consistent ;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group regulatory_decision (primary) x topic_match none;
What is the current CCyB rate and how is it set?;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;https://www.bankofengland.co.uk/prudential-regulation/publication/2026/april/high-loan-to-income-lending-consultation-paper;200;"text/html; charset=utf-8";CP6/26 – High loan to income lending | Bank of England – the UK's central bank;https://www.prarulebook.co.uk/pra-rules/fundamental-rules/30-11-2015;fundamental rules;False;main;Relevant changes in risk appetite;2.12 The PRA’s proposals, consistent with PRA fundamental rules , set out that firms should discuss with their supervisors, as part of their regular engagement, material changes to their risk appetite and/or strategy intended to increase their anticipated future flow of high LTI lending above 15%. T;CLASSIFIED;POTENTIALLY_RELEVANT;P-6;group undefined (undefined) x topic_match partial;
